prenatal;renda;saneamento;desemprego;analfabet;Gini;fundamental;PIB_per_capita
33.17;305.34;0.665778961;7.81;14.6;0.5096;39.07;7975.49
49.85;219;0.228571429;10.38;24.8;0.5707;36.17;10372.97
54.58;435.33;0.230326296;9.75;17.7;0.6082;42.25;7723.22
55.81;297.65;1.226492232;9.62;21.3;0.5266;43.32;5970.45
50.67;348.35;0.467914439;5.27;16.2;0.5329;40.37;13935.69
54.2;286.16;1.843722564;4.07;14.5;0.5437;48.04;6543.81
35.87;345.6;2.547169811;5.97;13.9;0.551;41.57;6479.84
46.34;427.99;0;12.97;14.3;0.529;52.08;7355.61
52.2;257.49;0.152905199;9.56;21.1;0.4495;35.05;10582.46
67.01;379.44;1.253918495;4.05;17.2;0.572;53.48;12067.18
30.4;264.75;0.221238938;5.95;19.3;0.5754;31.8;9148.11
46.64;453.47;1.058425064;9.47;14.4;0.5263;41.76;9306.15
52.38;889.73;6.607009694;6.76;6.5;0.6287;60.95;13139.83
38.56;301.49;0.069589422;18.16;24.9;0.6539;30.49;17426.9
31.83;374.06;0.382262997;6.83;18.7;0.5329;40.84;9184.87
40.57;604.42;2.448609432;6.11;11.9;0.5186;57.77;19129.38
57.03;535.89;9.334144117;5.72;15.1;0.6359;41.02;32165.53
32.16;305.3;0;4.62;19.6;0.4754;32.79;8668.24
34.46;437.18;1.359570662;5.74;18.2;0.5059;39.71;9068.23
40.51;285.25;0.653594771;8.01;13.6;0.5744;35.8;7608.47
49.21;318.37;0;6.9;23.4;0.5259;34.24;12022.93
55.07;406.44;0.454086781;6.34;17.9;0.524;41.63;11451.78
47.2;308.59;0.151745068;12.37;24.5;0.642;32.1;6437.16
52.17;302.77;2.268244576;4.01;15.1;0.5593;40.59;7002.29
48.99;296.18;0.678426052;10.5;19.1;0.519;44.43;6440.05
53.19;608.92;42.31888275;6.74;7.9;0.5481;60.23;13651.43
34.84;200.67;19.01907357;8.2;30.7;0.5339;35.69;4915.4
63.27;388.27;0.650557621;9.8;16.4;0.5248;42.11;14480.84
51.66;376.42;0.556328234;12.92;11.3;0.4403;44.54;15614.6
19.45;165.17;0.221483942;3.45;29.2;0.6439;25.81;6542.75
69.94;171.7;0.173913043;12.1;22.2;0.5491;33.93;6534.74
52.56;243.22;0.220750552;17.62;14.8;0.5778;45.12;7794.77
42.55;307.68;0.127064803;3.75;18.9;0.4873;36.23;12852.45
32.86;274.52;0.654761905;3.99;17.4;0.5983;34.95;5771.93
30.73;235.05;19.25777332;9.28;21.6;0.5078;44.64;6606.89
48.77;384.67;0;7.56;14.5;0.4861;39.51;12831.67
56.07;316.38;0.713501647;8.8;19.8;0.5623;34.63;10346.31
37.34;323.3;0;2.61;16.1;0.5364;40.27;7955.01
49.23;393.78;0.15015015;3.25;15.1;0.5391;39.58;15769.25
61.22;275.92;0;7.35;18.3;0.55;34.24;11105.19
49.17;371.77;1.361573374;3.11;16.4;0.469;43.39;7967.84
53.33;299.08;0.146412884;10.77;19.3;0.5421;42.15;6648.84
28.75;319.53;0.25728988;7.64;18.7;0.5646;39.95;5483.16
23.57;220.24;0.289855072;0.34;19.7;0.6346;36.02;6247.39
34.66;296.2;0.109970674;6.33;23.3;0.5613;42.78;4662.91
54.19;309.68;1.210653753;7.58;22.3;0.6203;36.65;14407.88
36.11;183.53;1.853568119;23.75;25.6;0.5748;36.61;5482.47
53.06;336.39;0.594795539;5.64;16.7;0.5703;41.29;10752.48
49.9;420.77;0.324464633;7.22;15.9;0.5667;44;11516.85
34.54;220.85;7.988410596;10.9;26;0.5699;36.4;5258.8
42.54;378.8;0;5.42;14.8;0.5048;44.35;16789.03
43.36;384;8.571428571;9.29;19.2;0.6521;36.05;8375.49
37.85;268.91;5.103969754;18;25.9;0.5814;32.28;7117.38
58.45;465.94;23.5;4.22;18.1;0.4837;42.81;16681.26
58.44;1060.21;42.97965899;6.34;3.7;0.5914;72.91;17200.6
18.46;265.36;0.240818784;7.78;21.1;0.631;38.1;4770.56
41.23;410.95;0.38728417;10.24;15.7;0.5272;51.49;6461.63
42.06;390.75;1.464435146;7.9;15.4;0.4947;41.16;20630.14
43.92;307.95;0.154798762;5.73;24.8;0.5898;23.78;13862.9
40.67;368.69;0.240302094;5.68;19.1;0.5206;42.68;7366.96
31.34;436.23;0.470809793;11.95;18.8;0.6151;46.12;15280.84
29.83;423.9;2.445058943;10.96;17;0.5732;46.46;12563.7
26.16;149.53;0;12.99;34.5;0.5897;26.97;4150.53
19.39;171.24;0.953079179;7.2;37.4;0.5883;19.02;3518.55
15.82;206.56;0.938426078;7.28;22.4;0.5963;35.31;3427.82
12.64;172.13;1.054268925;10.58;35.8;0.5923;22.31;5568.66
12.12;159.62;0.910815939;6.18;35.1;0.5265;32.13;3253.79
13.3;169.94;1.367755172;11.51;28.9;0.5424;28.44;3410.71
19.77;138.74;1.265126513;9.51;30.4;0.585;29.36;3998.53
36.03;549.47;1.213960546;13.4;21.2;0.7887;32.92;9164.63
19.13;180.93;0;9.4;32;0.5789;26.95;4710.96
18.22;230.13;0.303128721;5.42;26.6;0.5902;30.32;3797.79
22.1;203.98;0.662557781;8.7;24.7;0.6039;32.96;3679.57
20.78;183.85;1.202645821;7.66;28.2;0.5564;37.93;5129.12
11.84;210.96;0.088495575;3.07;17.7;0.5092;34.26;3090.8
9;160.05;0.656167979;5.5;27.4;0.5189;31.7;3242.58
17.71;169.2;0.546288167;7.33;34;0.6072;23.36;3972.74
6.68;204.78;4.430653774;7.71;38;0.7228;24.6;3655.01
36.22;286.29;3.667870036;6.88;21.4;0.5669;39.85;3824.94
29.05;217.02;0.589390963;5.91;15.5;0.5314;49.6;3015.91
17.8;372.72;9.906271432;8.25;19.9;0.5579;45.59;5218.59
31.56;249.83;0.683620454;10.02;18.5;0.5571;43.89;7894.28
22.61;230;0.26128266;7.31;24.6;0.5787;33.21;2962.92
33;151.57;0.143163923;7.5;23.4;0.5512;29.84;3531.16
36.99;523.37;0.709686516;6.88;13;0.5923;50.74;13198.48
31.25;287.98;1.079136691;7.34;22.3;0.5324;35.03;4363.09
18.27;295.01;0.744233347;7.42;27.4;0.6321;35.32;5962.2
15.49;193.23;0.337921371;6.41;24.2;0.6133;31.84;3193.32
11.28;106.31;0;4.56;37.3;0.6285;31.36;4178.51
20.11;196.65;1.040967092;8.42;32.2;0.5041;29.45;3527.08
19.95;211.79;1.40944327;12.77;28.9;0.5917;26.1;3763.79
8.01;188.5;0.354798652;6.22;21.7;0.5575;39.15;3178.21
38.06;233.88;0.601604278;3.77;23.9;0.4736;35.57;7111.85
14.59;195.2;0;6.98;24;0.521;31.6;3885.73
32.05;193.77;1.417848207;4.95;30.8;0.5904;25.6;4865.27
18.34;204.57;2.149321267;13.64;28.9;0.6659;28.85;5964.98
13.48;161.23;0.539772727;22.44;33.2;0.4934;31.14;4887.05
30.77;196;0.491555331;7.27;30;0.6495;29.53;3793.96
8.99;180.62;0;6.74;35.4;0.4897;24.52;7790.85
38.08;151.73;0.099189949;7.55;29.1;0.619;31.05;3575.74
17.48;225.14;0.192678227;6.57;29.8;0.5502;31.62;3459
21.67;209.85;0.82815735;9.46;27.5;0.5965;30.04;4344.2
17.44;228.84;0.397350993;5.42;27.5;0.5059;35.42;3519.56
16.08;109.4;0.056497175;5.93;27.8;0.5733;31.66;3270.31
28.33;139.85;0.308880309;9.23;22.2;0.5865;35.2;2728.09
12.46;131.18;0.719591458;3.87;22.2;0.6273;28.06;3855.18
34.38;349.84;0.653780557;9.12;18.8;0.4829;42.33;6562.62
15.38;202.94;0.07183908;3.81;20.1;0.5839;31.75;4288.69
53.85;172.6;0.806280501;12.31;28.9;0.6062;33.79;3588.53
31.61;194.79;2.291666667;4.11;32.4;0.5735;27.51;5784.77
19.82;323.2;10.00159008;5.04;15.7;0.5624;39.57;5470.34
21.99;219;0.335968379;7.74;18.7;0.5465;33.13;3832.5
21.02;319.79;4.94334454;7.46;25.4;0.5534;41.21;5064.74
32.83;200.77;1.001155179;5.81;16.2;0.5677;40.72;4219.17
19.01;182.32;0.909550278;3.53;24;0.5397;38.61;2862.93
20.58;186.5;0.154261473;4.8;30.1;0.5694;31;3935.59
17.98;182.88;0.152052712;10.03;24.2;0.5576;24.95;6114.93
20.46;244;0.476001587;7.62;25;0.6019;37.67;4520.45
19.84;260.05;0.512091038;5.95;22.8;0.4731;34.88;7910.95
23.86;266.96;9.746034967;8.2;29.9;0.5807;34.49;4670.99
40.72;224.79;1.655867531;10.89;30.1;0.5525;31.5;4119.11
14.42;278.42;0.324116277;6.96;28.9;0.6306;35.31;4056.4
7.22;170.68;0.119796346;2.18;34.3;0.5061;21.87;3866.46
33.92;220.58;3.879716241;8.21;31.5;0.5927;30.99;3385.4
10.85;272.32;0.308532099;5.39;16;0.579;37.11;3456.09
25.12;259.02;0.030138638;6.3;23.3;0.4488;40.85;3399.79
27;282.3;4.41650548;5.8;23;0.4949;37.23;4211.22
50;161.19;0.083822297;7.12;31.9;0.6053;29.06;3165.13
62.94;260.46;1.934276206;13.47;31.1;0.5988;33.97;4252.95
20.77;472.21;1.166116612;5.79;13.7;0.581;42.97;9783.16
59.1;187.15;0.301962758;5.43;19.7;0.6306;27.89;4265.61
9.56;106.7;0;10.89;38.2;0.5493;15.37;4557.37
10.44;154.84;0.051546392;8.79;18.4;0.6331;32.09;4202.85
37.79;266.47;0.456140351;9.15;14.6;0.5358;39.3;7369.9
30.82;251.02;0.636780438;5.09;29.7;0.5703;32.02;4104.61
15.1;222.04;0.363342753;11.05;15.3;0.5035;39.83;4082.85
20.29;231.09;0.54836587;4;33.5;0.5976;27.34;3164.73
17.13;233.45;2.328288708;6.85;30.5;0.5557;28.86;3397.89
30.42;306.58;1.012956419;11.48;18.8;0.4708;40.31;5110.69
60.83;240.43;0.537109375;4.35;35.8;0.5795;29.92;3244.01
47.99;185.16;0.264270613;3.95;31.8;0.5628;29.11;3412.32
19.3;188.57;0.91775503;9.69;36.2;0.5258;23.77;4374.15
13.46;226.35;0.18916595;9.34;25.4;0.5675;34.04;4174.37
45.99;220.9;0.765606596;8.38;30.1;0.5392;29.73;4348.86
15.28;333.23;1.669796137;7.08;22.6;0.6239;34.27;5373.5
78.66;221.64;0.60132291;4.02;15.1;0.561;45.31;3487.39
12.82;119.93;0.212841433;10.18;22.2;0.6312;29.83;3308.06
14.52;151.8;0.432825485;12.79;23.2;0.5876;32.09;3117.54
13.75;212.9;0.165727544;9.28;28.7;0.508;35.78;4171.22
29.44;287.25;2.206654991;4.51;27;0.5319;36.88;4740.22
39.86;605.7;35.49102259;7.87;9.7;0.5612;60.81;8563.94
18.67;135.2;1.341463415;12.04;33.5;0.5566;26.2;3111.13
31.68;209.06;2.292555563;6.27;26.7;0.5733;37.64;4358.18
25.92;323.81;1.329305136;8.58;21.6;0.5403;38.79;8300.82
13.32;203.56;3.180542563;8.02;30.8;0.58;29.45;4595.29
8.16;125.08;0.522264981;3.63;34;0.6711;24.38;3332.56
22.73;292.63;0.518422514;7.32;21.3;0.4549;43.55;4844.76
65.88;218.31;0.562228469;2.2;32.9;0.5768;26.33;4983.9
21.14;237.85;0.202839757;3.36;29.2;0.5219;29.66;8892.94
29.22;257.12;5.779993005;6.78;29.8;0.5615;33.22;3793.18
17.77;225.51;7.94446587;6.95;33.5;0.6074;31.97;5043.06
15.47;187.02;0.488599349;4.32;31.5;0.5135;30.61;4115.29
32.66;208.7;0.260804769;5.58;32.9;0.527;28.97;3551.14
26.78;248.93;0.194080543;2.19;28.3;0.4774;34.67;8173.14
13.6;153.18;0.124792013;5.7;35.4;0.5471;19.39;3929.17
17.79;255.19;0.218459858;5.99;17.6;0.598;33;4784.5
19.43;290.79;8.124215809;2.69;32.6;0.5596;31.17;4004.5
54.75;197.37;1.161048689;5.81;23.1;0.5399;32.61;7959.27
21.29;230.3;0.378071834;3.23;17.9;0.6087;38.73;5000.62
26.9;178.1;1.038575668;11.29;30.6;0.5924;34.74;3734.76
18.43;232.64;0.086767896;11.12;24.8;0.4833;36.1;4285.26
6.38;95.59;0.113700966;13.78;38.3;0.6256;13.57;5190.52
28.46;173.43;0.484652666;10.98;27.9;0.5196;34.06;5960.82
40.64;154.02;3.675431156;8.01;27.9;0.5793;36.41;4087.01
21.53;261.44;0.50215208;6.95;18.2;0.6046;42.29;3554.83
28.36;199.69;0.447898828;4.16;34.6;0.564;25.95;2862.96
40.14;132.08;0.711743772;15.18;34.2;0.5754;28.05;3321.34
21.32;144.42;0.055586437;9.77;34.7;0.5357;23.2;4145.3
25.27;159.65;0.939350623;5.2;29.2;0.6466;28.61;5905.59
22.18;241.81;0.904716073;10.68;20.9;0.4752;43.76;3509.94
27.11;236.03;0.169204738;7.73;15.6;0.516;44.16;2844.52
12;174.12;2.39528971;4.43;25.7;0.5201;31.51;3471.93
21.81;213.09;0.125628141;12.31;19.1;0.5774;36.19;3858.43
19.88;162.03;1.086956522;5.96;29;0.5865;36.24;2941.84
24.06;147.14;0.354330709;7.26;28.2;0.6281;39.94;3456.95
62.95;180.02;0.084175084;9.21;22;0.5452;32.13;5535.82
38.6;256.28;1.657000829;6.11;31.8;0.5302;30.98;3850.47
11.73;219.94;0.640883978;6.54;28.6;0.4761;33.96;4750.99
25.98;241.95;1.729818781;2.98;34.5;0.5425;31.57;4126.79
18.09;169.5;0.30684259;7.55;23.9;0.6022;37.86;3562.8
33.53;422.47;29.51980527;10.35;5.2;0.5067;70.88;3205.02
22.01;165.92;0.404285426;5.07;25.4;0.5755;31.72;3183.9
35.26;266.86;1.077912254;8.5;30.2;0.5708;31.5;3223.8
33.97;181.16;0.462588181;7.68;35.7;0.5599;24.36;4070.81
29.82;207.73;0.678633975;9.64;35.1;0.555;22.52;3677.72
47.04;224.25;0.362627986;4.78;23.2;0.5634;38.33;3432.51
8.98;158.01;0;4.08;29.3;0.6201;35.01;3770.01
19.47;230.23;0.252525253;8.05;36.5;0.5702;26.42;5731.51
37.18;431.08;19.45097302;8.41;19.7;0.6056;47.67;6728.67
7.53;153.9;0.545625588;5.26;26;0.5763;27.84;3399.44
10.43;201.51;0.367880249;5.72;20.7;0.5114;33.37;3243.95
17.65;185.19;0.333518621;7.77;21;0.5392;38.4;2818.72
16.13;171.7;1.323555715;14.71;36.3;0.614;28.47;3257.7
23.41;268.42;2.089244261;7.57;21.5;0.5179;45.84;3463.76
24.57;288.11;1.025956705;5.76;17.3;0.5226;42.74;5135.01
7.27;219.7;0.296570899;5.15;34.1;0.5391;25.92;3656.02
21.74;178.12;0.6242497;5.42;29.5;0.6015;35.34;4641.55
15.97;230.52;9.934024505;3.83;32.7;0.5466;29.61;7313.02
42.33;490.92;0.407440213;8.21;14.8;0.5773;47.84;10047.87
53.24;226.4;0.512820513;0.66;14.9;0.5279;39.22;5125.35
52.87;386.08;4.2135303;5.73;21.1;0.5638;42.49;4852.06
23.1;132.33;0.241060667;9.7;27.4;0.6115;38.56;3242.13
20.04;190.73;1.83299389;7.61;23.8;0.5305;39.25;5078.27
8.89;163.61;0.174607134;4.62;29.8;0.5119;29.33;3566.75
27.24;147.09;0.119474313;6.48;28.6;0.6119;40.54;3912.44
21.33;127.59;0.10063737;3.94;25.6;0.6089;25.17;2833.12
28.55;261.28;1.266788767;10.59;14.1;0.4848;45.69;4098.76
25.38;250.92;0.682205799;6.72;18.4;0.6234;29.12;7203.37
25.86;299.76;0.474683544;20.63;21.9;0.5912;36.49;6266.81
20.1;266.84;2.009306261;10.88;17.3;0.5147;46.33;3677.68
24.58;232.08;0;8.49;22.7;0.5557;30.52;16455.88
46.15;132.4;0.799086758;16.7;30.8;0.5921;24.34;4654.5
19.45;216.36;0.158874262;8.52;23.6;0.5021;33.26;2870.38
25.29;398.2;7.24508933;8.39;17.2;0.5378;48.94;5800.97
12.89;201.99;1.25472671;6.15;33.8;0.583;29.55;3929.72
33.66;297.07;0.242085661;7.2;22.8;0.5248;37.18;6821.91
17.87;168.14;0.125865324;6.47;31.9;0.5112;30.76;3442.12
19.17;238.52;0.202045713;10.88;21.5;0.5388;40.01;3283.74
34.12;126.07;0.321285141;15.46;34.6;0.5744;23.44;3419.51
10.4;134.61;0;5.96;23;0.6174;26.45;2850.42
26.59;234.76;1.104525862;8.14;28.4;0.583;31.22;5993.55
6.2;144.69;0.842051544;6.78;30.7;0.6278;29.39;3519.93
32.04;204.08;2.028145695;10.56;19;0.5648;42.1;2706.49
42.3;195.15;0.414673046;7.3;27.8;0.5939;32.57;3545.75
14.55;285.3;0.41691483;9.02;28.9;0.6959;33.95;8622.76
24.49;230.01;1.489169675;4.34;28.2;0.5944;32.77;4417.36
13.11;195.57;0;6.08;27.8;0.5724;27.4;3967.34
21.28;245.8;0.410907733;7.46;26.3;0.5253;34.18;4768.69
19.68;179.35;0.365074536;2.57;35.8;0.5744;22.63;2972.73
23.96;168.96;0.691289749;10.76;19.7;0.6322;42.38;2870.97
21.42;164.49;0.22997317;5.91;35.1;0.5286;24.53;4909.11
19.87;248.81;0.208768267;3.13;19.3;0.5336;40.43;4798.99
12.11;162.23;0.070422535;3.85;38.5;0.525;22.15;3155.83
31.42;352.91;0.270925424;6.21;25.1;0.5605;36.88;4086.13
31.66;419.96;9.717588459;11.46;6.4;0.5268;65.49;3300.81
47.49;178.84;1.82012848;4.16;31.3;0.552;31.12;3926.49
40.75;770.52;46.68114099;11.92;4.6;0.6266;72.06;17653.13
9.82;179.31;1.338944147;3.74;35.6;0.5583;27.26;5645.77
3.29;358.56;0.601181985;11.99;30.8;0.6696;34.87;3327.28
14.56;286.18;0.232403718;14.78;26.5;0.5335;34.38;8685.03
49.18;252.69;0.090497738;3.98;19.1;0.506;37.35;6470.03
36.64;295.03;0.112663362;7.64;18.8;0.5604;37.12;24586.53
39.74;151.73;0.071633238;2.91;38.6;0.5539;24.87;4614.67
59.2;151.38;0.151975684;3.56;37.6;0.5463;23.17;3903.96
53.78;178.39;0.13610733;4.72;22.7;0.6171;41.4;2405.01
13.36;124.34;0.68081698;1.28;34.1;0.5827;21.21;3287.37
42.49;201.12;0.077489345;5.61;34.2;0.5193;27.78;3196.17
20.99;269.97;1.281484755;7.59;29.8;0.5389;35.05;5269.13
8.77;120.33;0.402046784;5.74;32.6;0.5925;27.75;3375.62
21.25;187.2;0.414735301;2.27;21.1;0.5986;31.84;4252.5
16.28;208.62;0.111111111;5.81;25.8;0.5967;33.42;3611.7
31.86;222.77;0.165016502;2.78;32.7;0.5216;26.93;3728.87
28.53;261.31;0.568181818;7.23;18.8;0.5857;32.97;29722.93
11.54;171.6;0.259899098;5.78;37.6;0.6193;27.31;2785.61
30.83;356.75;6.130362833;7.61;16.1;0.5104;45.77;5257.89
23.8;261.24;1.705213642;5.28;25;0.4797;36.36;5219.82
17.45;177.2;2.403495994;8.23;32.8;0.4856;31.19;4597.81
56.06;212.73;5.271733921;6.18;29.7;0.5713;29.75;3885.61
14.19;169.78;0.514271021;8.27;22.1;0.5927;31.65;3678.93
6.49;172.79;0.32660903;7.07;29.3;0.5218;25.69;3241.13
34.14;233.11;0.079400088;4.52;29;0.5667;30.51;2774.6
16.04;180.98;0.22913882;7.06;27.3;0.6127;38.04;3595.08
28.2;161.21;5.082912761;12.06;31.8;0.6072;29.49;3895.56
14.77;268.66;0.17055145;5.89;16.6;0.5705;41.38;3343.45
38.78;247.23;0.402046784;9.19;29;0.4672;36.56;7211.19
17.52;228.7;2.318802173;5.33;24.9;0.5591;37.09;3949.89
15.95;262.02;1.275510204;4.99;31.7;0.5796;30.71;4375.56
29.47;253.98;1.608014817;6.34;24.5;0.529;36.42;4074.29
36.15;198.92;0;3.52;28;0.501;23.09;3623.74
48.04;237;0.717547293;3.71;26.4;0.5078;37.55;3369.91
62.12;326.68;1.439762863;6.16;23.5;0.5072;42.54;4515.59
43.58;213.52;1.888449715;5.2;44.8;0.5289;21.58;3606.63
50.39;263.16;1.344086022;15.06;35.8;0.5095;29.58;3908.21
41.94;268;0.681130172;5.1;31.6;0.5892;28.86;3530.42
38.97;305.66;0.636328577;6.28;24.4;0.5621;37.69;3873.54
38.05;201.78;0.07733952;10.65;23.8;0.6066;35.09;4242.38
29.57;280.56;1.645751903;5.2;28.6;0.5407;35.01;4109.53
41;344.93;7.369942197;7.3;24;0.6139;39.01;3829.98
50.5;217.45;0.70230199;8.17;28.2;0.531;34.55;3241.93
27.59;282.24;5.882352941;13.04;25.8;0.5225;38.11;13816.31
58.1;261.42;0.124223602;11.26;30.2;0.5281;30.14;4244.81
40.31;182.18;1.195814649;15.36;37;0.4855;20.45;3791.42
42.03;191.49;0.32;6.59;31;0.5573;29.95;3613.27
51.14;138.27;0.847457627;25.67;40.1;0.5716;22.04;3197.98
25.73;211.82;0.613101;13.11;23.2;0.5726;29.1;3323.49
37.45;212.29;0.992063492;14.61;22.1;0.5876;29.94;9315.96
62.77;205.11;0.59473237;8.94;30;0.5218;27.02;4149.16
48.07;254.74;0.504201681;4.67;29.5;0.513;32.74;3858.68
16.43;252.97;0.502512563;5.29;20.7;0.5284;34.8;3226.39
52.63;354.47;2.98750679;7.7;27.2;0.5167;35.53;4113.81
45.55;221.68;1.431670282;5.47;35.5;0.545;23.61;3580.41
58.63;202.49;0.320512821;6.76;23.8;0.5956;33.4;3805.81
51.4;223.7;0.107181136;8.35;36.1;0.5386;25.59;3389.97
51.48;257.86;0.61416185;2.5;32;0.5623;22.71;3540.92
24.23;324.89;0.548696845;11.14;23.5;0.5276;35.24;6264.05
33.51;164.37;0;3.91;37.4;0.5392;20.77;3656.74
60.56;220.46;0.065789474;5.15;35.7;0.5138;28.93;3513.15
45.04;361.38;3.109182936;7.86;25.3;0.5839;36.45;4078.79
50.16;493.17;0.837404047;6.96;18.7;0.6291;46.47;8326.3
21.72;209;0.894187779;2.45;30.7;0.5744;21.25;4575.27
49.74;233.01;0;4.41;32;0.4514;24.21;3244.92
54.84;250.98;0.434243176;8.15;31.7;0.5016;25.77;3332.41
42.16;278.3;0.321543408;4.09;34.8;0.4889;26;3199.52
41.26;215.84;0;6.94;39.2;0.524;20.05;3920.9
26.42;229.37;0.267765191;8.49;28.3;0.5481;28.82;4745.77
39.71;211.61;0.340466926;5.82;29.2;0.5702;27.69;3430.97
62.27;227.98;0.077489345;5.25;33.5;0.5352;28.24;3450.24
23.26;207.54;2.580645161;11.48;31.8;0.4932;30.04;3563.17
25.16;242.63;0.054975261;6.04;32.1;0.6448;24.37;3847.13
66.39;259.12;0.064892927;2.54;32.9;0.5267;28.2;5122.39
39.15;206.21;1.157830591;3.66;26;0.5516;24.17;4131.46
53.61;210.59;0;39.15;32.3;0.6588;23.52;3336.06
46.24;236.79;0.062189055;6.99;33.9;0.4815;24.67;3913.46
33.73;157.34;0.059382423;2.52;36.9;0.5371;25.28;3259.35
50.73;396.92;1.437070231;8.4;22.2;0.535;42.21;6462.19
24.89;207.12;8.356290174;17.03;24.8;0.5201;30.06;4170.07
41.62;276.43;1.164982011;10.4;29;0.5321;28.98;5555.29
56.35;245.08;0.067567568;4.55;32.1;0.5151;26.5;3233.88
28.26;180.38;0.34965035;4.35;29.4;0.5612;28.63;3414.12
51.91;218.45;0.372162263;10.02;33.1;0.6208;26;3347.95
30.21;155.58;5.161734343;2.64;42;0.5863;17.73;4416.08
44.68;203.3;0.082372323;9.11;31.3;0.5311;27.3;3456.11
54.71;265.67;0.906225374;7.54;26.7;0.4893;30.66;4427.46
27.36;175.88;0;4.64;44.4;0.5264;16.71;4515.63
31.73;197.47;0.10421319;5.39;34.3;0.5688;21.04;3628.48
56.45;235.83;0.602409639;12.17;32.1;0.5224;22.27;3940.93
29.26;181.98;0;2.83;34.6;0.5945;17.39;3482.37
52.96;233.09;0.295566502;4.35;30.7;0.488;28.54;3891.4
52.61;287.08;0.118133491;7.8;21.8;0.4964;42.42;4007.03
43.24;277.74;0.199401795;3.06;34.6;0.5092;27.56;4004.71
49.37;255.54;0.860719875;4.28;27.6;0.5359;30.59;3759.91
46.64;199.38;0.226586103;8.17;31;0.5782;28.23;3470.95
27.08;373.69;8.20089955;8.67;19.3;0.6055;44.25;5285.97
37.61;200.87;0.248385494;7.12;24.8;0.6149;30.21;3522.24
49.84;304.88;0.647619048;5.37;26.6;0.5956;30.15;4139.76
34.82;282.36;0.204848071;6.88;18.8;0.5536;39.19;4117.94
31.9;166.4;0.08841733;6.99;34.5;0.5188;28.03;5048.08
48.77;192.29;0;8.37;32.7;0.5349;27.47;2998.62
34.39;184.07;0.084961767;2.4;33.4;0.5784;25.69;3115.34
42.46;307.69;1.635452387;9.39;25.2;0.4825;36.61;3212.66
40.09;260.46;0.375133976;6.83;28.1;0.5265;28.49;3344.67
49.65;296.46;0.364203954;9.85;26.6;0.5201;31.55;5095.38
38.17;235.96;0.090661831;4.48;27.9;0.5688;23.46;3710.05
36.76;177.19;0.03910833;3.64;23.2;0.5356;26;2985.12
35.4;269.1;1.549491212;5.02;34.2;0.4879;26.31;4188.09
54.39;356.48;0.828937453;6.51;20.3;0.5864;30.58;4264.76
39.81;292.36;0.543908228;6.38;28.5;0.5168;35.33;4200.18
31.85;186.85;0.227272727;4.68;34.4;0.5249;25.29;3073.82
40.98;207.78;0.538461538;10.18;33.1;0.5751;26.65;4035.71
49.64;211.54;0.808625337;5.68;42.5;0.515;23.21;4100.05
36.66;528.55;7.463889405;6.68;12.3;0.5579;55.29;9410.57
41.49;200.3;0.391644909;15.17;34.5;0.5666;31.32;3670.19
23.48;267.88;0.377928949;4.31;28.7;0.5211;30.35;3764.62
33.03;273.24;0.254452926;15.46;36.2;0.4976;22.9;3752.84
57.81;324.27;4.43369609;5.05;26.1;0.5136;32.34;4299.36
63.66;360.81;35.37216828;10.3;27.2;0.5653;34.58;17428.71
38.08;201.02;0.191815857;8.31;34.3;0.4668;27.25;4653.07
30.19;280.62;0.078400627;7.47;24.7;0.6883;28.88;5773.21
43.76;421.06;25.23533671;6.75;19.5;0.5059;40.39;13631.31
54.06;160.36;0.279850746;12.43;32.7;0.5763;22.58;3154.6
55.77;203.1;2.316960148;10.52;33.8;0.5491;35.03;4204.13
24.2;218.4;1.318181818;6.97;25.2;0.5132;35.02;4507.46
64.87;257.85;3.14450312;3.9;26.2;0.5298;35.57;3827.92
56.62;255;1.133698202;7.93;22.7;0.4809;39.75;3839.13
61.47;396.34;0.227686703;5.45;35.1;0.7972;24.69;3128.19
52.52;236;1.445001474;4.9;37.6;0.5033;23.39;3760.73
43.62;320.43;0.484183344;5.71;26.6;0.5563;27.38;4977.02
46.8;188.86;0.188087774;9.24;36.9;0.5286;24.06;4297.32
38.14;250.11;1.403716884;5.24;37.9;0.5306;25.76;3900.38
37.45;215.72;0.324149109;6.29;29.5;0.515;35.44;3639.84
44.55;206.38;0.615858353;1.63;29.6;0.4702;23.77;5072.56
29.23;264.47;1.540957015;12.71;23.8;0.4991;31.11;5147.63
25.36;188.79;1.472392638;6.02;28;0.491;29.76;5612
37.48;156.13;1.436107855;6.37;34.8;0.6058;22.16;3283.32
18.3;179.2;1.500789889;1.41;38.7;0.5761;19.17;3207.36
32.64;292.32;1.875948818;8.49;23.8;0.5449;36.81;4477.96
43.92;206.1;0.244299674;7.09;28.2;0.5109;29.92;4415.49
33.95;177.28;0.073583517;5.06;16.5;0.5331;35.63;3603.28
55.47;182.04;1.031746032;13.5;34.4;0.5592;26.29;3794.61
41.81;254.76;1.677419355;2.58;28.9;0.553;31.67;3672.79
26.15;227.89;0.255362615;9.54;31;0.5348;28;3438.8
49.57;149.09;0.171969046;8.18;25.9;0.5974;23.52;3907.43
38.95;173.87;0.180614088;6.19;33.4;0.5271;23.95;3126.47
43.24;242.12;0;5.33;26.6;0.4685;29.44;9267.37
66.76;182.73;0.479123888;13.7;34;0.555;23.52;4039.77
